feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129,feature_130,feature_131,feature_132,feature_133,feature_134,feature_135,feature_136,feature_137,feature_138,feature_139,feature_140,feature_141,feature_142,feature_143,feature_144,feature_145,feature_146,feature_147,feature_148,feature_149,feature_150,feature_151,feature_152,feature_153,feature_154,feature_155,feature_156,feature_157,feature_158,feature_159,feature_160,feature_161,feature_162,feature_163,feature_164,feature_165,feature_166,feature_167,feature_168,feature_169,feature_170,feature_171,feature_172,feature_173,feature_174,feature_175,feature_176,feature_177,feature_178,feature_179,feature_180,feature_181,feature_182,id,label
0,0,0,0,0,0,14,7.166666667,3.75,1.583333333,1.333333333,0,6.75,3.666666667,1.333333333,1,0.916666667,0.25,15.58333333,8.5,3.75,14.79166667,11.70833333,2.916666667,25.87527804,16.43697886,5.672366854,44.06746032,51.79842187,43.65988514,0,0,0,0,0,0,5,0,1.5,0.5,0,0,3.5,0,1,0.75,0,0,5.5,0,1.5,12,0,1.875,18.09866341,0,2.701414721,54.16666667,71.13636364,47.22222222,0,0,0,0,0,0,11,0,6,0,0,0,6,0,4,2,0,0,11,0,6,11,0,7.5,18.63227022,0,10.80565888,66.66666667,54.54545455,44.11764706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,38,88,57.82352941,24,88,53.25,20,96,47.84730539,,0,6.317821429,1.481134731,,2.176882353,3.438392857,2.494712575,,8,9.142857143,6.949101796,,85,81.75,84.72754491,,0,0,0,,66.24107264,45.07194608,53.40252355,18,58,54,46,31,0.4,0.266666667,0.142857143,,1,0,0,0,1,0,0,0,1,0,0,0,,,,,332,3
0.0625,0,0,0.125,0.125,0.0625,5.375,1.0625,4.375,0.75,0,0.8125,2.375,0.5,2.0625,0.0625,0,0.1875,6.125,1.0625,5.1875,5.09375,0.96875,3.84375,11.41337954,1.545738682,7.941463098,48.06131369,41.59885254,48.96390374,0,0,0,0.125,0.25,0.125,5.25,2.125,6,0.125,0,0,1.875,1,2.875,0.125,0,0.125,5.375,2.125,6,3.4375,1.9375,5.5625,7.544582771,3.091477365,9.923398683,54.38311688,32.13541667,47.20179739,0,0,0,0.5,0,0,8,0,14,0,0,0,3,0,5,0,0,0,8,0,14,7.5,0,7.5,15.01416418,0,16.67695033,35.71428571,33.33333333,44.11764706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,52,72,63.11363636,23,99,59.41666667,14,99,51.90909091,,0,0.033453704,0.368626263,,3.063431818,4.002777778,3.549075758,,4.090909091,3.555555556,3.424242424,,85,85,85,,0.772727273,0.453703704,0.545454545,,60.11148644,68.21677615,68.44905308,32,688,684,676,661,0.533333333,0.533333333,0.285714286,,1,0,0,0,1,0,0,0,1,0,0,0,,,,,333,7.14
5,2.666666667,0.666666667,0.333333333,0.333333333,0,42.33333333,26.66666667,7,0,0,0,19.66666667,15.33333333,4,1.333333333,0.333333333,1.333333333,42.33333333,26.66666667,7,40.5,36.5,5.166666667,88.35166423,60.04034603,10.79455175,47.61904762,48.51158436,57.23809524,5,2.666666667,0.666666667,0.333333333,0.333333333,0,42.33333333,26.66666667,7,0,0,0,19.66666667,15.33333333,4,1.333333333,0.333333333,1.333333333,42.33333333,26.66666667,7,40.5,36.5,5.166666667,88.35166423,60.04034603,10.79455175,47.61904762,47.73446796,57.23809524,5,2.666666667,0.666666667,0.333333333,0.333333333,0,42.33333333,26.66666667,7,0,0,0,19.66666667,15.33333333,4,1.333333333,0.333333333,1.333333333,42.33333333,26.66666667,7,40.5,36.5,5.166666667,88.35166423,60.04034603,10.79455175,47.01298701,47.00308498,57.23809524,9,2,0,0,1,0,53,35,7,0,0,0,31,23,1,0,0,0,53,35,7,54.5,60.5,1.5,122.9911034,92.89702985,9.8868623,14.28571429,58.49056604,65.71428571,3,10,36,24.64210526,10,97,52.9254386,10,97,52.9254386,10,97,52.9254386,0,0,0,0,7.829705263,5.495171053,5.495171053,5.495171053,3.336842105,2.881578947,2.881578947,2.881578947,-72.50526316,-71.6754386,-71.6754386,-71.6754386,0.697368421,0.58004386,0.58004386,0.58004386,47.2771574,58.22099481,58.22099481,58.22099481,48,47,43,35,20,0.1,0.2,0.428571429,0.333333333,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,334,9.13
0.470588235,0.470588235,0.176470588,2.294117647,1.117647059,0.058823529,13.05882353,7.882352941,0.882352941,4.058823529,3.823529412,0.058823529,3.941176471,2.470588235,0.470588235,0,0,0,17.11764706,11.70588235,0.941176471,8.117647059,5.117647059,0.970588235,30.74239347,19.74221356,2.123731465,48.62745098,28.88963853,32.99778828,0.8,0.5,0.1,3.7,1.6,0,21.5,12,0.9,1.2,0.6,0.1,6.5,3.7,0.4,0,0,0,22.7,12.6,1,13.5,7.65,0.65,38.24003575,20.41085111,1.897055487,41.66666667,31.53798073,33.99522998,1,0.25,0.25,2.25,0.75,0,24.75,8.75,2.25,0,0,0,5.75,2.25,1,0,0,0,24.75,8.75,2.25,12.125,4.75,1.625,47.01128956,14.68891727,4.482255604,40.75757576,12.66891892,28.67647059,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,10.19310552,0,0,47.05882353,0,43.75,17,21,27,23.25,21,97,74.34965035,21,97,61.6584022,9,97,51.41699605,0,0.017573427,0.011429752,0.019185771,0,4.726237762,3.741710744,2.899671937,3.75,2.713286713,2.730027548,4.071146245,-71.875,-71.89277389,-71.24168962,-70.61317523,0.625,0.842657343,0.612488522,0.54298419,23.54532675,40.2296908,52.22307939,42.83597384,48,47,43,35,20,0.566666667,0.666666667,0.571428571,0.333333333,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,335,0
0,0,0,0.857142857,0.285714286,0.714285714,18.85714286,8.142857143,2.142857143,2,0,1.571428571,5.428571429,1.857142857,1.142857143,0.285714286,0,0,20.85714286,8.142857143,3.714285714,16.46190476,5.828571429,4.397619048,24.72400017,9.271028926,5.845657212,41.48629149,27.76471801,41.78451178,0,0,0,0.6,0,1,15.8,0,3,2.8,0,2.2,5.8,0,1.6,0,0,0,18.6,0,5.2,14.26333333,0,6.156666667,20.87748618,0,8.183920097,38.08080808,31.80433537,47.22222222,0,0,0,0.666666667,0,1.666666667,7.333333333,0,5,4.666666667,0,3.666666667,2.666666667,0,2.666666667,0,0,0,12,0,8.666666667,9.066666667,0,10.26111111,13.28517741,0,13.63986683,30.13468013,28.74643087,44.11764706,0,0,0,0,0,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,6,0,0,5.266666667,0,0,7.63814505,16.66666667,44.27400468,43.75,7,85,86,85.33333333,17,86,39.33870968,17,86,45.2605042,17,100,61.95633188,0,0,0,0,12.4045,5.283354839,5.172907563,4.309065502,0.166666667,0.290322581,0.268907563,0.257641921,,,,,0,0,0,0,74.62544849,63.88104639,59.87322097,55.39921777,34,846,842,834,819,0.233333333,0.333333333,0.428571429,0.333333333,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,336,0.04
0,0,0,0,0,0,0,0.5,0,1,0,3,0.5,0,1.5,0,0,0,1,0.5,3,1,0.25,2.166666667,1.456653875,0.899829358,4.264709158,50,49.6031746,24.54545455,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0,1.799658717,0,50,46.875,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,14,14,14,14,69,58.33333333,,,0,0,,,0,2.315444444,,,5,3.888888889,,,85,85,,,0,0,,,16.6698273,43.04360652,23,185,181,173,158,0.066666667,0.066666667,,,1,1,0,1,1,0,0,0,,,,,,,,,337,0
0,0,0.333333333,0,0.333333333,0,0,0.666666667,3,0,0,0.333333333,0,0.666666667,2.666666667,0,0,0,0,0.666666667,3.333333333,0,3.333333333,3.833333333,0,3.664545211,7.071655828,75.92592593,49.20634921,66.06060606,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,10,0,0,10.99363563,0,50,46.875,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,15,18,16.5,15,62,32.66666667,,,0,0,,,53.645,12.58291667,,,5.5,4.75,,,85,85,,,0,0.458333333,,,90.05210224,62.40568685,23,185,181,173,158,0.1,0.066666667,,,1,1,0,1,1,0,0,0,,,,,,,,,338,0
0.1,0.1,0.133333333,0.4,0.533333333,1.433333333,34.06666667,68.5,31.56666667,7.5,24.16666667,12.6,20.93333333,46.23333333,23,1.6,3.7,0.8,41.56666667,92.66666667,44.16666667,38.53333333,79.71666667,65.16666667,84.32186699,167.8154518,117.1820243,51.96943552,48.73623571,51.97679339,0.066666667,0.2,0.2,0.6,0.333333333,0.6,33.13333333,58.86666667,25.66666667,6.6,22.93333333,12.2,19.6,38.33333333,18.46666667,1.4,2.333333333,0.933333333,39.73333333,81.8,37.86666667,36.03333333,65.36666667,47.23333333,78.0323768,142.6563638,94.44548922,49.44078035,47.65744343,50.52364409,0,0.142857143,0.428571429,0.714285714,0,0.571428571,21.85714286,38.42857143,22.14285714,9.285714286,36.14285714,15.71428571,14,30,17.14285714,1.142857143,1.571428571,1,31.14285714,74.57142857,37.85714286,28.57142857,50.57142857,40.64285714,59.96808412,121.5707382,91.91823839,48.5052051,45.28574993,46.29638633,0,0,0.333333333,0.666666667,0,0,25.33333333,39.66666667,26,15.33333333,42.66666667,8,18,31,15,1.666666667,0.666666667,0.666666667,40.66666667,82.33333333,34,30.83333333,53.66666667,29.66666667,74.38941753,137.1796471,67.50206352,43.8034188,45.30720065,39.94441527,30,9,71,23.68577495,9,71,28.84179104,9,99,41.87411125,9,100,46.60183109,0.002524416,0.002070647,0.002255542,0.009911622,2.541641189,2.877775124,3.304567545,3.361825673,3.677282378,3.56119403,3.626516102,3.79577728,85,85,85,85,0,0,0,0,57.72721853,60.84005589,61.63088031,62.95364821,26,101,97,89,74,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,339,48.46
0.111111111,0,0.222222222,0,0,0,8.555555556,1.555555556,5.666666667,1.333333333,0,0.555555556,5.444444444,0.777777778,2.666666667,1,0,0.444444444,9.888888889,1.555555556,6.222222222,11.05555556,1.111111111,4.333333333,17.60619228,1.893697128,7.968510044,45.86056645,56.62831672,45.95959596,0.166666667,0,0.333333333,0,0,0,11.33333333,2.333333333,5.666666667,0,0,0,5.666666667,1.166666667,2.833333333,0.833333333,0,0.333333333,11.33333333,2.333333333,5.666666667,10.58333333,1.666666667,4.5,19.26313997,2.840545692,7.141300453,50,53.13030576,43.14814815,0,0,2,0,0,0,29,0,34,0,0,0,13,0,17,2,0,2,29,0,34,21,0,27,37.79605337,0,42.84780272,50,44.82758621,44.11764706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,20,36,28.07936508,20,95,46.49137931,20,95,52.98113208,,0.110174603,0.446810345,2.092113208,,1.816809524,1.852327586,1.928157233,,3.80952381,4.310344828,4.559748428,,85,83.89968652,84.19725557,,0,0,0,,61.75299945,68.04585211,72.08283115,23,101,97,89,74,0.3,0.4,0.142857143,,1,0,0,0,1,0,0,0,1,0,0,0,,,,,340,1.22
0,0,0.08,1,0,1.64,39.6,0.92,48.76,7.84,0,18.16,27.28,0.52,40.4,14.08,0.28,19.52,47.44,0.92,66.92,42.84,1.1,65.76,63.53375548,1.412806771,93.40418586,59.43873386,57.46190535,49.38814229,0,0,0.083333333,0.916666667,0,1.75,42.66666667,0,42.83333333,15.66666667,0,19.5,33.66666667,0,39.08333333,21.66666667,0,27.08333333,58.33333333,0,62.33333333,49.66666667,0,58.95833333,76.78359079,0,84.85310797,59.96683568,58.96713019,47.22222222,0,0,0.166666667,0.5,0,0.833333333,44.33333333,0,52,21.83333333,0,28.16666667,38.16666667,0,50.66666667,27.33333333,0,38.5,66.16666667,0,80.16666667,57,0,75.41666667,85.50807863,0,107.9841496,62.78425361,57.51431362,44.11764706,0,0,0.333333333,0.666666667,0,0.333333333,35.66666667,0,64.33333333,30.33333333,0,19.66666667,37.66666667,0,53.66666667,29.33333333,0,45,66,0,84,58,0,78.83333333,85.08841605,0,105.0971391,64.06510106,58.53982619,43.75,25,36,73,54.41555556,34,80,55.27904328,34,100,63.59323204,34,100,65.85045108,0,0,0,0.000392783,8.229431111,6.86976082,6.076332182,4.390408397,3.964444444,3.935079727,3.81698895,3.901804303,85,85,85,85,1,0.998861048,0.999309392,0.999653019,88.9657471,84.57704038,85.31478374,84.17768883,25,699,695,687,672,0.833333333,0.8,0.857142857,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,341,18.64
0,0,0,0,0,0,0,0,0.5,0,0,1,0,0,1,0,0,0.5,0,0,1.5,0,0,1,0,0,2.042132533,75,49.20634921,49.09090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,66,97,86,,,,0,,,,4.488333333,,,,3.666666667,,,,85,,,,1,,,,139.559992,25,699,695,687,672,0.066666667,,,,1,0,0,0,,,,,,,,,,,,,342,0
0,0,0,0,0,0.333333333,14,0,7,0,0,0,5.333333333,0,3.333333333,0,0,0,14,0,7,11.84444444,0,8.733333333,19.67826174,0,14.0906045,49.20634921,61.93057169,49.09090909,0,0,0,0,0,0.333333333,14,0,7,0,0,0,5.333333333,0,3.333333333,0,0,0,14,0,7,11.84444444,0,8.733333333,19.67826174,0,14.0906045,49.20634921,61.15345528,47.22222222,0,0,0,0,0,0.5,20.5,0,10.5,0,0,0,7.5,0,5,0,0,0,20.5,0,10.5,17.175,0,13.1,28.23008004,0,21.13590675,47.9004329,40.63310846,44.11764706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,34,71,48,34,71,48.25396825,34,71,48.25396825,,0.121290323,0.119365079,0.119365079,,5.595467742,5.552063492,5.552063492,,4.258064516,4.301587302,4.301587302,,85,85,85,,1,1,1,,41.9317051,41.4583063,41.4583063,25,699,695,687,672,0.1,0.2,0.285714286,,1,0,0,0,1,0,0,0,1,0,0,0,,,,,343,0
0,0,0,0,0,0.2,0,6.8,9.8,3.4,1.8,14,1.8,4,15.8,0,0.2,0.2,3.4,8.6,23.8,5.1,9,44,8.624065643,18.1923804,62.14750741,60.54808487,49.95331466,35.02826585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,15,96,48.98882682,,,,0,,,,6.834821229,,,,6.162011173,,,,84.11173184,,,,1,,,,44.31008118,23,101,97,89,74,0.166666667,,,,1,0,0,0,,,,,,,,,,,,,344,0
0,0,0.25,1.5,0.75,4.25,30.75,9.25,47.75,0,0,0,16.5,5.75,24.5,4.75,2.5,8.25,30.75,9.25,47.75,34.75,11.75,52.875,61.4794817,18.9233632,99.9284735,51.86095506,55.0930789,60.68542569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,56,100,80.43874644,,,,0,,,,4.284507123,,,,6.196581197,,,,85,,,,0.964387464,,,,51.28060995,25,24,20,12,0,0.133333333,,,,1,0,0,0,,,,,,,,,,,,,345,0
0,0,0,0,0,0,3.666666667,0.666666667,1,0,0,0,2,0,0.666666667,0,0,0,3.666666667,0.666666667,1,3,0,2.333333333,6.177810639,2.831914656,2.996638878,55.55555556,50.98605099,32.72727273,0,0,0,0,0,0,5.5,1,0,0,0,0,3,0,0,0,0,0,5.5,1,0,4.5,0,0,9.266715958,4.247871983,0,50,50.71022727,23.61111111,0,0,0,0,0,0,11,0,0,0,0,0,6,0,0,0,0,0,11,0,0,9,0,0,18.53343192,0,0,48.18181818,54.54545455,44.11764706,0,0,0,0,0,0,11,0,0,0,0,0,6,0,0,0,0,0,11,0,0,9,0,0,18.53343192,0,0,47.05882353,54.54545455,43.75,3,17,21,19,17,21,19,10,21,17.61538462,10,65,26.3125,0,0,0,0,5.544181818,5.544181818,4.691230769,6.7351875,3.272727273,3.272727273,3.384615385,3.375,-113,-113,-113,-107.5,1,1,1,1,33.99262494,33.99262494,25.52797033,31.64988123,28,79,75,67,52,0.1,0.133333333,0.142857143,0.333333333,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,346,0
0.034482759,0.137931034,0.034482759,0.034482759,0.620689655,0.034482759,2.172413793,40.93103448,6.034482759,5.24137931,11.68965517,1.965517241,2.586206897,23.17241379,3.793103448,0.24137931,2.551724138,0.275862069,7.413793103,52.62068966,8,6.172413793,45.79310345,6.793103448,9.969583751,68.26184105,10.11348483,48.31554461,46.55141827,45.26414892,0.071428571,0.142857143,0.071428571,0.071428571,0.785714286,0.071428571,4.5,48.42857143,4.857142857,3.857142857,14,3.357142857,2.857142857,26,3,0.214285714,3.214285714,0.142857143,8.357142857,62.42857143,8.214285714,6.75,50.67857143,5,11.45272913,77.43468931,9.049140969,45.97505669,43.97584034,42.56520824,0,0,0,0.166666667,0.333333333,0,8,43.5,0,3.333333333,12.5,3.333333333,4.166666667,21.66666667,1.166666667,0.166666667,2.666666667,0.166666667,11.33333333,56,3.333333333,9,38.41666667,1.916666667,13.82723702,63.73474632,3.764632922,45.98484848,43.81501182,41.14542291,0,0,0,0.333333333,0,0,16,37,0,6.666666667,9,0,8.333333333,17,0,0.333333333,3,0,22.66666667,46,0,18,28.16666667,0,27.65447404,48.2120894,0,47.05882353,42.81355712,39.00380877,29,48,100,75.91747573,29,100,66.91981132,29,100,68.62115732,21,100,65.81348201,0.101213592,0.285686321,0.208283906,0.198479473,3.149368932,3.280382075,3.782691682,4.033907755,5.90776699,5.214622642,5.326401447,4.991890522,85,85,85,85,0,0,0,0,72.23208422,69.47295068,75.50806405,74.74231935,23,145,141,133,118,0.966666667,0.933333333,0.857142857,1,3,1,1,0,3,1,1,0,3,1,1,0,3,1,1,0,347,11.02
0.076923077,0.038461538,0.192307692,0.269230769,0.538461538,0.692307692,22.26923077,20.61538462,34.76923077,11.53846154,6.153846154,9.038461538,15.19230769,13.53846154,23.84615385,1.961538462,2.115384615,3.230769231,33.80769231,26.76923077,43.80769231,34.44230769,34.11538462,58.01923077,65.39050973,54.31689643,91.26425379,52.68932088,50.02860114,50.32877988,0.142857143,0,0.214285714,0.285714286,0.5,0.785714286,24.5,20.5,39.5,10.92857143,6.142857143,6.928571429,15.14285714,12.28571429,23.35714286,2.142857143,1.857142857,3,35.42857143,26.64285714,46.42857143,36.67857143,32.39285714,57.60714286,70.42321051,54.86146952,95.52596163,48.90323884,46.62054948,46.29023423,0,0,0,0.166666667,0.333333333,0.5,35.16666667,8.666666667,52,12.66666667,1.833333333,0,19.5,5.666666667,25.83333333,3.333333333,1,4,47.83333333,10.5,52,47.25,16.5,63.66666667,98.59438421,25.88745041,108.0711671,49.47641682,42.90058183,46.14792887,0,0,0,0.333333333,0,0.666666667,23,0,39,25.33333333,3.666666667,0,20.66666667,1,20,4,0.333333333,3,48.33333333,3.666666667,39,51.5,2.166666667,60,99.60152285,5.078641289,97.13890078,49.4035846,45.14035088,38.25757576,26,31,100,73.08058608,26,100,66.44108761,20,100,63.77287689,12,100,66.26308032,0.003813187,0.001572508,0.101151415,0.317682756,2.596820513,2.617971299,2.634062541,2.859434046,3.992673993,3.956193353,3.934825543,3.979366249,79.15628816,82.59013092,83.94974764,84.41218374,0.952991453,0.979103726,0.962365591,0.975251781,69.91410849,66.54397013,75.9377221,77.09930914,21,81,77,69,54,0.866666667,0.933333333,0.857142857,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,348,24.36
0,0.058823529,0.058823529,0.235294118,0.235294118,0,10.82352941,12.52941176,7.176470588,1.529411765,11.29411765,1.411764706,4.647058824,11.05882353,3.764705882,0.411764706,0.823529412,0.294117647,12.35294118,23.82352941,8.588235294,8.588235294,19.41176471,6.852941176,15.53241454,30.89591475,10.82398947,44.82887701,45.72811176,46.71694073,0,0.166666667,0,0.166666667,0.166666667,0,11.16666667,12.66666667,3.333333333,0,17.83333333,0,4.5,13.16666667,0.666666667,0.166666667,1.5,0.166666667,11.16666667,30.5,3.333333333,9.083333333,26.33333333,1.666666667,15.21264123,40.16364481,3.738412625,45,53.10019841,44.8506387,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,2.38971235,0,0,48.18181818,100,44.11764706,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,2.38971235,0,0,47.05882353,100,43.75,17,71,71,71,71,71,71,20,100,66.74074074,20,100,69.72141919,0,0,0.201744444,0.078515112,13.88,13.88,2.801118519,3.034886991,7,7,2.403703704,2.438896189,85,85,85,85,0,0,0.811111111,0.840998686,25.10762435,25.10762435,74.85447952,72.98959449,18,69,65,57,42,0.566666667,0.4,0.142857143,0.333333333,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,349,3.57
0.2,0,0,1.2,0.2,0,29.4,7,0,0,0,0,6.6,0.6,0,0,0,0,29.4,7,0,23.46,4.053333333,0,34.13984724,7.09234352,0,50,23.97944648,33.83926219,0.2,0,0,1.2,0.2,0,29.4,7,0,0,0,0,6.6,0.6,0,0,0,0,29.4,7,0,23.46,4.053333333,0,34.13984724,7.09234352,0,50,23.51317664,33.09178744,0,0,0,1,0,0,21,0,0,0,0,0,1.5,0,0,0,0,0,21,0,0,14.2,0,0,16.56460362,0,0,48.18181818,7.638888889,44.11764706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,78,82,80.02380952,23,97,80.15384615,23,97,80.15384615,,0,0.015565934,0.015565934,,0.87752381,3.270478022,3.270478022,,1.214285714,1.620879121,1.620879121,,,,,,0,0,0,,75.16026515,54.86004886,54.86004886,28,768,764,756,741,0.166666667,0.333333333,0.285714286,,1,0,0,0,1,0,0,0,1,0,0,0,,,,,350,0
0.555555556,0.111111111,0.111111111,0,0.111111111,0.222222222,17.55555556,25,7.777777778,5.666666667,9.777777778,1.333333333,6.444444444,12.55555556,3.333333333,0.666666667,1.222222222,0.555555556,23.22222222,34.77777778,9.111111111,13.55555556,32.61111111,6.111111111,36.39435761,55.52691519,11.80782209,43.13092162,33.9355283,38.8610744,0.555555556,0.111111111,0.111111111,0,0.111111111,0.222222222,17.55555556,25,7.777777778,5.666666667,9.777777778,1.333333333,6.444444444,12.55555556,3.333333333,0.666666667,1.222222222,0.555555556,23.22222222,34.77777778,9.111111111,13.55555556,32.61111111,6.111111111,36.39435761,55.52691519,11.80782209,43.13092162,33.41745069,38.44581065,0.4,0,0.2,0,0.2,0.4,14.4,28.6,14,8,6.6,2.4,6.6,11,6,0.4,1.2,1,22.4,35.2,16.4,12.8,25.3,11,37.54046329,46.67004558,21.25407977,36.90838619,26.79752978,34.36437242,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1.959506733,0,0,47.05882353,0,43.75,9,55,55,55,55,99,82.88378378,39,100,80.10761589,39,100,80.10761589,0,0.065645946,0.591703642,0.591703642,0,3.078678378,3.599415563,3.599415563,1.333333333,1.486486486,1.642384106,1.642384106,,,,,0,0,0,0,45.92992638,78.05463527,65.20189288,65.20189288,28,768,764,756,741,0.3,0.6,0.714285714,0.333333333,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,351,1.65
0,0.75,0,0.25,0.25,0.25,9.25,17.75,3.5,6.75,3.75,0.25,10.5,13.75,3,1.75,1.75,0.5,16,21.5,3.75,42.375,41,9.75,78.46452722,95.49647669,16.81466175,53.75,63.64672365,65.25074764,0,0.75,0,0.25,0.25,0.25,9.25,17.75,3.5,6.75,3.75,0.25,10.5,13.75,3,1.75,1.75,0.5,16,21.5,3.75,42.375,41,9.75,78.46452722,95.49647669,16.81466175,53.75,63.64672365,65.25074764,0,0.75,0,0.25,0.25,0.25,9.25,17.75,3.5,6.75,3.75,0.25,10.5,13.75,3,1.75,1.75,0.5,16,21.5,3.75,42.375,41,9.75,78.46452722,95.49647669,16.81466175,53.29545455,63.64672365,65.25074764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,27,97,58.22424242,27,97,58.22424242,27,97,58.22424242,,2.132024242,2.132024242,2.132024242,,6.230733333,6.230733333,6.230733333,,2.812121212,2.812121212,2.812121212,,-98.78386724,-98.78386724,-98.78386724,,0.998484848,0.998484848,0.998484848,,27.44060665,27.44060665,27.44060665,23,18,14,6,0,0.133333333,0.266666667,0.571428571,,1,0,0,0,1,0,0,0,1,0,0,0,,,,,352,0
0.103448276,0,0,0.034482759,0.034482759,0,10.96551724,21.62068966,0,4.344827586,2.689655172,1.413793103,9.206896552,13.34482759,0.689655172,1.551724138,1.24137931,0.034482759,15.31034483,24.31034483,1.413793103,25.25862069,36.34482759,1.793103448,56.24586256,80.01422761,4.177477511,51.2183908,56.42206532,53.94133471,0.133333333,0,0,0,0.066666667,0,13.13333333,22,0,4.066666667,3.533333333,2.733333333,10.6,14,1.333333333,1.533333333,1.066666667,0.066666667,17.2,25.53333333,2.733333333,27.66666667,40.03333333,3.466666667,60.93390978,87.14998437,8.076456522,52.35555556,59.15886612,52.71619313,0.285714286,0,0,0,0,0,13.85714286,19,0,4.571428571,5,0.857142857,12.14285714,12.28571429,0.714285714,1.428571429,1,0,18.42857143,24,0.857142857,31.5,36.14285714,1.5,63.7025083,83.77736875,3.036572217,53.2034632,66.03860243,48.27800295,0.333333333,0,0,0,0,0,12.66666667,17.33333333,0,3.666666667,0,0,8.333333333,7.666666667,0,0.666666667,0.333333333,0,16.33333333,17.33333333,0,19.5,21.33333333,0,39.11050419,62.3309443,0,47.05882353,53.91270651,41.48965142,29,26,85,55.98019802,16,97,59.51815182,16,99,60.00146628,10,99,56.87731092,0,0.004541254,0.052052786,0.037859664,6.39770297,9.319613861,9.778256598,9.730844538,5.04950495,5.227722772,5.173020528,5.022689076,85,85,84.24411765,84.56734007,0.975247525,0.325082508,0.480938416,0.347478992,28.39076179,29.89706455,31.04501225,32.09427117,20,187,183,175,160,0.966666667,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,353,16.75
